id,yield
15440,5448.916401225319
15441,6502.542114985021
15442,5408.9425139824325
15443,4680.541980448294
15444,5755.773992165349
15445,3594.401799569234
15446,6605.655045477232
15447,6584.5540296616555
15448,7964.213176637696
15449,8159.648972088502
15450,7073.564065337065
15451,5296.413120298872
15452,4523.3996162558815
15453,7467.690287364184
15454,6546.770962826946
15455,8287.143074031894
15456,6422.156626135287
15457,6359.236631088985
15458,5641.780177189271
15459,6184.9129509149225
15460,5697.885445343904
15461,5086.970741749037
15462,5177.780240864141
15463,6700.322655138822
15464,6281.519511308145
15465,6707.167465395947
15466,7304.706693281027
15467,7324.797016620118
15468,3479.2048753719696
15469,2504.9703072092148
15470,7418.595520104386
15471,7329.045292728518
15472,6609.226725410971
15473,5230.12722074927
15474,6813.286031116664
15475,5168.598025715812
15476,5255.951724108588
15477,5675.3876607797465
15478,4454.9181640363695
15479,7347.034892494364
15480,6792.616341651852
15481,6457.710702313144
15482,6322.68517541708
15483,6770.822928139966
15484,6320.823895315771
15485,7507.942849829453
15486,6178.134391914451
15487,7852.63160225795
15488,7137.036567222424
15489,5481.539553077515
15490,6208.992950455327
15491,6562.217588447983
15492,5207.8199592003375
15493,7323.15380699359
15494,6359.2730459019485
15495,6863.107149753401
15496,6912.03373513767
15497,4765.350364927961
15498,6683.705119441351
15499,6486.843866969447
15500,7462.541830656269
15501,5500.692063470364
15502,7637.2455529774015
15503,7444.844672085992
15504,6793.508191309508
15505,6182.617966177514
15506,4525.892257348247
15507,4687.473792376584
15508,6070.533820615406
15509,4017.665537731569
15510,4998.462338463158
15511,6154.410611036043
15512,5342.905304663539
15513,6703.821593446686
15514,7891.354392857482
15515,6690.50298583483
15516,5135.023217763106
15517,7723.9624610480805
15518,7098.233982527689
15519,7064.307109982243
15520,5653.060309517859
15521,6474.223665816376
15522,6346.27785472516
15523,6574.246466030343
15524,7187.4909078301325
15525,5233.653688754304
15526,5500.176381220235
15527,4490.319916486126
15528,4278.654468640938
15529,7417.9932025651315
15530,6596.980532570122
15531,6652.874820767867
15532,7178.616062915522
15533,4787.911742006289
15534,7970.257729402113
15535,4051.572616748751
15536,6540.990307144172
15537,5489.009043476612
15538,6639.239629464153
15539,7395.2191539925
15540,6160.698959119264
15541,6350.47156403305
15542,7151.787383047051
15543,7106.285510994819
15544,4652.533338764841
15545,4932.081250250505
15546,7535.930883420045
15547,5497.463801762422
15548,5970.458098768715
15549,7082.948640801081
15550,6628.67266591324
15551,7096.971062051523
15552,6395.470092479968
15553,4283.245072199266
15554,5553.616100544719
15555,5976.319960236755
15556,6762.384628263035
15557,7053.227861784925
15558,4082.145883678995
15559,5554.905872795582
15560,7782.652514507514
15561,5522.377293211131
15562,7534.432860209408
15563,6676.773911875558
15564,4391.488754077014
15565,6393.805179127421
15566,6677.6322819006145
15567,6527.640082981006
15568,3242.997885632004
15569,4241.001293350045
15570,5275.893354464464
15571,5170.227418216777
15572,4122.117582256384
15573,5843.121550955481
15574,6197.494602700484
15575,6471.758397256103
15576,4363.706213674724
15577,5900.872801527669
15578,6577.230311692738
15579,3205.6008499744303
15580,7655.1468438161
15581,7365.317348642557
15582,6662.798203189886
15583,3032.873174906893
15584,5395.266201672011
15585,4135.142796094773
15586,6247.403695128209
15587,7936.942033949975
15588,6432.928529529071
15589,5699.717766628001
15590,5061.617841921001
15591,5967.6468803194175
15592,7883.169415090926
15593,7202.097300018923
15594,6859.462397470062
15595,4392.081521839034
15596,4719.6107229717145
15597,5073.736843765915
15598,5282.12228538776
15599,5590.740980066389
15600,5546.587802624475
15601,6132.625079607165
15602,7674.894859898894
15603,5008.253246147219
15604,7338.058680666725
15605,6434.6286434274925
15606,7572.605035432292
15607,5795.10026814415
15608,6788.430983971697
15609,7330.202672008696
15610,6497.485962060475
15611,4675.959553164721
15612,5116.771579903298
15613,6447.522065224653
15614,4545.646214388789
15615,6246.6245029615875
15616,6101.937212770893
15617,5373.089661964822
15618,6523.346639123211
15619,6800.810834174787
15620,4991.894385458569
15621,4312.462710352471
15622,4191.530622450167
15623,5423.751896502776
15624,5263.671847066164
15625,4168.856689217646
15626,7457.268941068102
15627,5500.643229085485
15628,5762.721800862642
15629,5899.287014701248
15630,5233.1079450295865
15631,5742.700681946064
15632,5958.67978194106
15633,4963.402335789755
15634,7062.161935642372
15635,5259.620876869277
15636,7514.911301847569
15637,5728.626856525096
15638,5663.998340858156
15639,4197.17793024995
15640,5557.960324159629
15641,7075.0201618526135
15642,6611.922124797398
15643,4560.1196070149335
15644,6146.559557927676
15645,5501.157820907585
15646,5610.779393284776
15647,7945.619510107519
15648,5710.372325286366
15649,6774.445684429733
15650,7980.486380782221
15651,5517.872445497987
15652,8060.921320196178
15653,4969.344195097219
15654,6827.556736359756
15655,4906.564816018774
15656,7182.979878575762
15657,5355.542876112915
15658,6739.0723722549465
15659,7203.593905654772
15660,7702.809383209729
15661,7400.586183690366
15662,6811.721683784698
15663,7345.849151750944
15664,4363.607979987975
15665,4380.677673370661
15666,4729.460428538357
15667,6645.906157444352
15668,7361.20567062918
15669,5102.6430118989465
15670,6560.185801915255
15671,5757.599382595065
15672,5382.939824854608
15673,6933.089733807418
15674,6231.368748568951
15675,4692.745081779619
15676,5498.734838117791
15677,5311.4405662240915
15678,7499.503444800044
15679,6369.93411616601
15680,4789.79387569368
15681,7309.681770731129
15682,6215.847748518378
15683,5638.3823159363255
15684,6590.958973068719
15685,6808.233137130488
15686,7835.499497153556
15687,5617.473276232535
15688,7324.405859504521
15689,7294.0589176024105
15690,6744.954541469529
15691,6209.946412818475
15692,5135.7710498349625
15693,6699.740976757499
15694,6647.630792898865
15695,6195.766136759927
15696,7214.78129009917
15697,5333.878069353879
15698,7229.995060757627
15699,5522.090153447965
15700,7329.86206089535
15701,4116.795707342851
15702,4693.870360212841
15703,3149.6152004867154
15704,4476.778876931906
15705,6049.803720136713
15706,6582.708747441854
15707,6043.673051735455
15708,6249.202742633372
15709,7041.635996751608
15710,6721.827657949351
15711,6378.45914018047
15712,7097.190197167528
15713,5577.235556199161
15714,4583.371168149608
15715,5529.878542776681
15716,6426.433489576122
15717,5061.588090824049
15718,5427.165199871963
15719,6130.353973867213
15720,5737.804636986756
15721,5455.204736905225
15722,6817.791119352207
15723,6350.652307420487
15724,5108.8162198843875
15725,5461.407468825513
15726,6879.606294850458
15727,6961.090478901487
15728,5041.285658692645
15729,5535.2938403308035
15730,4821.49122302658
15731,5191.946596806742
15732,7488.0583432522635
15733,6507.157097894132
15734,7370.532001883774
15735,5223.300020794772
15736,6656.809938618442
15737,6746.0980540153105
15738,3406.3098128822285
15739,3898.6580509156365
15740,7242.235692101113
15741,5558.422858495589
15742,6052.538670515611
15743,4570.823697737449
15744,6896.804764508226
15745,7725.9342869542725
15746,6343.3620698821105
15747,5359.909291417346
15748,7219.585810606564
15749,5604.669151394052
15750,6069.847710528218
15751,5432.154020031122
15752,5796.1611661348925
15753,6514.758782418251
15754,6145.41346753164
15755,5816.843606243186
15756,6782.256914002702
15757,5488.913043650979
15758,5514.624915613913
15759,5590.011576179553
15760,5703.1079141793225
15761,5157.7826679992695
15762,3284.280301242973
15763,5743.811292804793
15764,7928.314839957531
15765,7237.138220662989
15766,8292.758196460269
15767,5952.922906862469
15768,5447.158955581488
15769,4562.737671624708
15770,4242.416646783768
15771,5361.196667797545
15772,5756.920334240882
15773,6544.691914281118
15774,3710.465471950271
15775,6486.011653345961
15776,5825.669995285192
15777,7697.32835491272
15778,6022.26698989393
15779,7692.429018462535
15780,6177.557365661288
15781,6426.558429491762
15782,6811.199409076578
15783,7946.895069033388
15784,7746.997814943301
15785,7865.91801521712
15786,6521.767087220977
15787,6680.685701822256
15788,4502.054539830506
15789,4887.932099792217
15790,5497.208717472566
15791,6677.0739503555715
15792,6663.600024012607
15793,6315.800866251285
15794,6672.477275853203
15795,5998.482320457352
15796,7842.327672034182
15797,6479.7208362910515
15798,4697.7510976233025
15799,6481.290555372394
15800,6632.783942492597
15801,5487.374712621924
15802,4887.7293941157095
15803,5835.029748042261
15804,7249.2319132079165
15805,6319.262201691107
15806,7535.030033167486
15807,5109.501191167455
15808,4702.280002577491
15809,7675.7688174136665
15810,5952.017632929476
15811,7786.958952943304
15812,5822.418317092672
15813,5133.879563281362
15814,6120.581211311409
15815,7404.197611482293
15816,6677.909107481311
15817,3951.7075138861437
15818,7159.509085543281
15819,7186.869415148302
15820,4966.32446077926
15821,7222.453774580426
15822,6003.388589202088
15823,6095.052858593324
15824,5694.951343417537
15825,7171.149655481335
15826,6137.363691841539
15827,5953.902546282384
15828,4733.873331069379
15829,4554.151558812888
15830,3637.5996697892383
15831,7127.704357718923
15832,4404.1211027164345
15833,4640.439316738329
15834,6308.324288523943
15835,7280.421851937393
15836,7146.238415631771
15837,3531.4811616864827
15838,7706.070128007176
15839,4794.563725319653
15840,8009.135881601134
15841,3974.12021726933
15842,6608.302377491076
15843,5831.153374682378
15844,5789.517139190911
15845,5361.103405537443
15846,7053.898989701159
15847,7760.420410536583
15848,5631.7166540110065
15849,5060.627743374021
15850,7048.989211637333
15851,7193.990460623107
15852,8047.091480069971
15853,7361.608517408806
15854,5175.3305105601285
15855,3940.0514497515555
15856,4184.7035201426115
15857,5837.782058660307
15858,5666.444814296462
15859,5071.93342345523
15860,8235.886586721379
15861,5940.758571741715
15862,6291.68429660642
15863,7618.9584534422565
15864,5499.967620951798
15865,7236.695170292107
15866,6932.130998358075
15867,5674.3117590141665
15868,7660.241662592457
15869,4942.6810374081815
15870,7782.791507584048
15871,5736.817778070592
15872,7447.812565478661
15873,8180.0265767887995
15874,8093.404625702153
15875,7670.51421126132
15876,6165.770237418155
15877,6360.763740743237
15878,7974.919230059517
15879,7375.357981171056
15880,7913.845060859063
15881,4806.924352360985
15882,7307.911410724679
15883,6433.673125223348
15884,6495.574454544818
15885,5305.702382654517
15886,5022.828271660717
15887,6691.145970568172
15888,4475.269856710396
15889,6749.713844569235
15890,6023.875798545966
15891,6000.97425120131
15892,4571.623687448735
15893,5870.210550462719
15894,5205.548091379792
15895,5745.949555142477
15896,6492.280930669123
15897,6441.785421387323
15898,5115.392766668541
15899,7332.502804152059
15900,5633.498122380466
15901,6641.839862899096
15902,5203.331310337211
15903,6037.600197188119
15904,5484.033011727561
15905,8154.868126600437
15906,7179.837516106582
15907,7168.363507723171
15908,5651.743751190784
15909,5550.90285423838
15910,5865.315593583071
15911,6424.802178835611
15912,6904.221511741736
15913,7083.581307609512
15914,5505.634354704083
15915,6189.498505156558
15916,5166.476642691285
15917,5455.2899527438985
15918,4397.750529896332
15919,7343.2488530388855
15920,5756.407709262994
15921,5739.294923998429
15922,7369.427635147711
15923,4852.201661770608
15924,5343.336179187745
15925,7355.773037461954
15926,6532.666350016003
15927,3679.646620077017
15928,5381.6161356603725
15929,6433.875173014267
15930,7058.258046425578
15931,6738.99376615699
15932,4292.411263443752
15933,4661.008993804819
15934,6088.530309656221
15935,5945.887387220988
15936,4318.412810356662
15937,6633.255624315262
15938,6655.855196379329
15939,6940.581932332677
15940,5840.127694313755
15941,6608.895320697307
15942,7903.923086335421
15943,7836.705246176391
15944,5076.896263955351
15945,5437.886953902739
15946,6025.314114687837
15947,4233.3742634567025
15948,4761.481283012608
15949,2927.544187333094
15950,8179.383816597047
15951,5722.386984393083
15952,6027.544672658381
15953,5102.857229192441
15954,7037.91879080112
15955,6192.118030141692
15956,5811.791501444169
15957,6502.591542142432
15958,6631.481136813456
15959,6248.349637816964
15960,6513.374022061976
15961,5316.258867414291
15962,5044.3584847764505
15963,7225.392200362333
15964,5846.341689947172
15965,6140.392877525575
15966,2924.1251630059205
15967,5904.687811242974
15968,5945.673519455717
15969,4361.585466658173
15970,6479.664903193074
15971,5567.097191971932
15972,6229.418226998331
15973,6253.9972443266
15974,6509.254679196352
15975,8183.795121071342
15976,6560.125562309617
15977,7930.615157360558
15978,7856.309053097056
15979,7428.669929110404
15980,7171.409035459719
15981,5132.059914206814
15982,6728.250039495829
15983,7218.40461683981
15984,6862.598590657112
15985,4550.297891380464
15986,6265.0374011901295
15987,3803.2152962369364
15988,5993.088760151182
15989,6679.126975105881
15990,5533.031927344591
15991,6845.931441161776
15992,4352.031173512473
15993,5311.318358494104
15994,5750.982915584347
15995,5511.665387917053
15996,7247.496194412149
15997,5316.883119167321
15998,6583.989820035415
15999,6334.959639959895
16000,7993.252300746305
16001,6726.388250397397
16002,3957.4351697534885
16003,6141.100124802593
16004,5500.9373487072435
16005,7222.943525098241
16006,7257.805612147815
16007,3988.1026862496233
16008,5402.38718749978
16009,3691.7073898384283
16010,3194.8914439340924
16011,6311.2908199986
16012,7400.563936798833
16013,7582.664796310797
16014,5815.426912727738
16015,6392.476129757914
16016,5163.380349573179
16017,6003.134256233538
16018,6813.783523760346
16019,7380.361559482165
16020,5901.439428491369
16021,7543.375422308
16022,6222.185429544528
16023,5280.364151637604
16024,6848.93399253534
16025,4544.115876268402
16026,6223.342789436798
16027,5477.239451743629
16028,7556.100496199719
16029,6276.450123214745
16030,3132.119148828694
16031,5912.697445209506
16032,6201.944676761125
16033,6481.951704979083
16034,5015.98592280843
16035,7246.460055059366
16036,6553.513568315504
16037,4364.652659444983
16038,5445.281678267149
16039,2715.862851909615
16040,5111.417838961113
16041,6751.783194567746
16042,6535.621572757916
16043,6674.582978610415
16044,4536.938047588865
16045,4410.503326555083
16046,6099.623195736995
16047,3932.4492968089166
16048,4229.556645276503
16049,7987.427791305403
16050,5927.844240102376
16051,6982.1440212984135
16052,5941.838301463502
16053,4179.3781783370605
16054,5224.35777588818
16055,7218.156399352132
16056,7874.556627492822
16057,2878.3624845720747
16058,5791.451259971163
16059,5468.893658941381
16060,7142.760075012919
16061,4079.94216283939
16062,7116.670142155604
16063,6020.47833026925
16064,6266.627826553138
16065,6079.28734366441
16066,6470.738030972106
16067,6855.334091447247
16068,5830.036463980299
16069,4203.102779581795
16070,5766.635042856705
16071,5044.184324446329
16072,6977.421681676007
16073,5175.505290256604
16074,5424.080044916851
16075,6557.449802204453
16076,7477.859033301286
16077,7369.867858875623
16078,6478.661180660479
16079,6734.0396648360065
16080,6487.854576515487
16081,4657.07015861956
16082,6419.641746548475
16083,3667.5391019978733
16084,6855.777669536644
16085,5310.366991844666
16086,7187.776606489603
16087,7045.478415091435
16088,7548.444071447237
16089,5973.935153844513
16090,7066.124516628746
16091,5424.330358183226
16092,6637.707871974676
16093,4531.42327114277
16094,6101.182260691132
16095,4863.461556036744
16096,4427.4130638265815
16097,6507.769887424174
16098,7269.365983115991
16099,6127.043787663289
16100,7276.523584769033
16101,6562.160880245919
16102,7166.233348528411
16103,8020.463008079717
16104,4506.170472144399
16105,4530.75778333965
16106,6384.625188493746
16107,4526.651674670483
16108,6844.286254976809
16109,6067.832552120928
16110,3151.193389021796
16111,3789.7938996012876
16112,4688.979261760889
16113,7010.477051836502
16114,5748.995030227943
16115,7720.401824953714
16116,6759.1438598297345
16117,5122.98562742192
16118,6442.279134273774
16119,6265.645524877133
16120,4892.530273572884
16121,5447.289027552176
16122,5565.036178706332
16123,4218.375838126993
16124,5536.663076808544
16125,7270.693515840777
16126,6852.385272733545
16127,7062.308374030518
16128,6459.291217344598
16129,7160.402217888889
16130,7935.55320358093
16131,6486.406798773258
16132,6777.652501414617
16133,6286.979846545055
16134,4124.102987185559
16135,4145.393815302555
16136,4529.800902390715
16137,7712.086316377153
16138,2668.4385899663516
16139,7186.415440098058
16140,7897.035286597611
16141,5483.955051529159
16142,4347.197872160783
16143,7313.957670769174
16144,7058.194544920727
16145,6690.301669843578
16146,3498.7931441276014
16147,6042.334489642955
16148,6956.923892702301
16149,6820.2610817997265
16150,5063.562353263629
16151,5734.307850652454
16152,7598.876868149414
16153,3734.282388335238
16154,4246.155215138832
16155,6065.735480436507
16156,4672.513650426724
16157,5699.74243248709
16158,6455.661160630292
16159,5341.285351696878
16160,5461.968401554869
16161,7177.749455566745
16162,7100.075972957556
16163,3852.0143853203904
16164,4582.88774202347
16165,7258.056568066124
16166,6970.477210373591
16167,4754.735750910127
16168,4200.828137847105
16169,4178.356887519814
16170,6056.084282979983
16171,6092.461264285503
16172,8183.430961005663
16173,6547.419284319279
16174,8079.270377225609
16175,6026.035283030369
16176,6145.016570884956
16177,6726.4084526316565
16178,4705.819375315854
16179,5648.699640867164
16180,6892.4143990409675
16181,6791.571083421231
16182,5350.065513689563
16183,5936.069458374977
16184,5933.016587627494
16185,5496.808169327208
16186,4331.550852094144
16187,5840.478993110651
16188,7128.697317260267
16189,6050.831156445825
16190,7411.36565628871
16191,6592.82168417724
16192,5754.340837232913
16193,6096.074157067053
16194,8277.457678378702
16195,7504.9978619117655
16196,7491.559184046569
16197,6848.777972143902
16198,5330.2869895432605
16199,5583.199431869174
16200,5631.45485651273
16201,6798.37178804161
16202,6059.762638209419
16203,5934.431863651231
16204,4106.13678735728
16205,5650.749266573642
16206,5519.631091796445
16207,5119.6060003788025
16208,5985.733621208066
16209,7857.8146437306
16210,7806.081370083257
16211,4827.687364096305
16212,4641.407645173431
16213,4982.331645910994
16214,3790.4179752317223
16215,6530.330874256894
16216,6754.248302076329
16217,4414.113236205194
16218,7415.1015467651205
16219,3987.074027859043
16220,6454.8560363563265
16221,8394.542451283576
16222,6080.263448884141
16223,6130.793056533485
16224,5253.88489534952
16225,5604.417195324135
16226,5821.164876309937
16227,7720.065291146374
16228,7463.444155769566
16229,7053.717866082154
16230,7256.767775704134
16231,5803.764825028051
16232,3086.849973296309
16233,4191.706059912217
16234,6859.674104282091
16235,6201.797903812141
16236,5945.030191446822
16237,7247.958562646908
16238,6359.878187449403
16239,5968.005700208555
16240,5583.444635171107
16241,3758.327553294593
16242,7262.54600199929
16243,3566.384118631972
16244,7095.685397524666
16245,7174.562750027059
16246,5667.135956040483
16247,7368.395785123973
16248,7566.477064350079
16249,7430.401213720662
16250,5763.818853990095
16251,6226.057308950815
16252,4511.874528053358
16253,8238.145195103225
16254,5424.651340792872
16255,6770.397152483119
16256,7714.882443621037
16257,7540.417937244015
16258,4845.963230863533
16259,6953.216445428899
16260,4037.583862269484
16261,3530.2548187992847
16262,6671.647389435787
16263,6946.255395961333
16264,6051.134877881168
16265,8046.975976949872
16266,5880.685040329599
16267,5531.607894823431
16268,5424.328925495355
16269,6325.069415207025
16270,6110.672573585443
16271,6172.157286349875
16272,4940.408727803609
16273,5819.914282212368
16274,4555.4936120818975
16275,6630.302983054964
16276,6686.381103550091
16277,7063.234062221185
16278,7281.881006172771
16279,6047.863550418692
16280,5688.57701355123
16281,4356.758626649524
16282,6362.676093102571
16283,7135.8203044501815
16284,6566.142193956902
16285,5720.832207076677
16286,5087.885980762583
16287,5438.8196868471405
16288,5034.573989669787
16289,6113.67040735215
16290,8026.4186583965975
16291,4200.031236802087
16292,4324.231322351195
16293,4405.373636317845
16294,8104.897130043444
16295,5832.0815865003115
16296,3959.4137016408617
16297,4000.5957134654627
16298,7303.35875737402
16299,4794.672525299493
16300,6509.812510764051
16301,7330.247294411538
16302,4077.6430776151633
16303,5118.126737758697
16304,4596.0366884606365
16305,5734.613814777742
16306,6528.210594626599
16307,7853.792212884063
16308,5153.114748383157
16309,7533.489390303211
16310,3523.152249983944
16311,4142.829464256965
16312,6231.6811655532365
16313,7129.85048389471
16314,6760.053845103996
16315,4444.406336066497
16316,4012.604212502997
16317,8688.33241464179
16318,5700.694214508968
16319,5751.651843647203
16320,4978.2065699896275
16321,5338.834171121854
16322,5103.729734986794
16323,6661.188973724641
16324,7583.298518773341
16325,4065.0805988309503
16326,8136.810035116742
16327,5852.708691814967
16328,6202.8851461422355
16329,4307.274548185696
16330,4265.8787840053565
16331,5752.859840121551
16332,7181.416387836366
16333,4675.648365041402
16334,6061.416808276978
16335,6059.552954825976
16336,6802.42100126583
16337,4340.438599357832
16338,6042.614899102145
16339,6186.793224562531
16340,5745.119511538667
16341,6600.263852559273
16342,7481.610617548911
16343,5632.470652325928
16344,7758.432583472776
16345,6218.591039621157
16346,4348.162033326493
16347,7133.3814813862755
16348,5378.543210193842
16349,6051.859840536144
16350,6287.530998467707
16351,7357.002296175565
16352,4052.6743394982595
16353,7315.155558645352
16354,5965.410700397519
16355,4596.856611593317
16356,5934.226131048743
16357,5504.56359602857
16358,5532.380107089923
16359,7356.75026204327
16360,6017.170519387952
16361,5925.2839062931835
16362,6389.594169543706
16363,5388.437366635714
16364,7675.861062221411
16365,4338.373412127501
16366,6709.321112950738
16367,6214.892778747248
16368,5199.368946397742
16369,7804.890881012072
16370,7674.631147234019
16371,6564.132057889556
16372,5845.803523175299
16373,7039.101909649669
16374,5775.386564213338
16375,3321.1684993764043
16376,4020.8428652333214
16377,5623.21768096839
16378,7520.3349594647325
16379,4928.087520237648
16380,3773.101125741682
16381,5588.505033558873
16382,7616.372376554767
16383,5449.285526132621
16384,4902.31324576555
16385,6616.842417705983
16386,8193.082067605534
16387,3494.378654564652
16388,6214.065508732367
16389,4990.293946083769
16390,5355.560012502438
16391,6240.368935608523
16392,4703.8204036083725
16393,7753.728025132557
16394,5751.511786903704
16395,6844.839573094262
16396,6265.558110043666
16397,5278.24421920249
16398,4922.695929392879
16399,5300.386702904705
16400,5677.306998684531
16401,7344.666703032983
16402,3746.7137587511957
16403,6175.153669118214
16404,6765.942406079438
16405,5247.601604391564
16406,5315.551035417727
16407,5738.322597110043
16408,6492.395534025167
16409,7140.748289854289
16410,5117.236121387187
16411,6126.934990978143
16412,3986.439951057925
16413,7501.418323317438
16414,4372.145658140977
16415,5984.790530619823
16416,6148.298086294767
16417,7701.259372652009
16418,7233.049712562295
16419,2549.488303920279
16420,6027.658821875169
16421,4963.59203616774
16422,4806.292402317371
16423,7640.607346902015
16424,4484.212564993317
16425,5534.451173621077
16426,4520.95391166936
16427,6927.105034751543
16428,7333.096007143441
16429,6066.394426220888
16430,5388.10633504326
16431,6418.642060335315
16432,6824.419108376033
16433,7163.687968583225
16434,5557.1669378943325
16435,7090.011505765588
16436,4615.397678117896
16437,8160.565933898322
16438,7386.094604598313
16439,5758.73603566874
16440,7269.930284817283
16441,3860.244425094511
16442,3491.613918379791
16443,7658.406942580079
16444,3865.298239890473
16445,7475.883583330617
16446,6832.952898633439
16447,4704.882720685955
16448,6965.779508839501
16449,7136.967229029382
16450,6166.426758944994
16451,4263.184636347837
16452,5163.438077539353
16453,6132.518481279009
16454,4216.103736604633
16455,6037.737878224102
16456,4001.854458385057
16457,8091.059514263905
16458,6341.293767532264
16459,7036.157647859027
16460,5005.650943987252
16461,4014.4196527938775
16462,4388.156722450192
16463,5069.03736152032
16464,6204.375785613265
16465,6810.035623728004
16466,7515.741625536284
16467,5615.1436726797665
16468,6057.554103333294
16469,4226.518629829077
16470,4823.909863925326
16471,6485.234666063661
16472,3929.620726520003
16473,7474.607701001465
16474,8013.0904902892635
16475,7901.037699724018
16476,4182.700988199193
16477,7068.159173039329
16478,6207.366238337337
16479,6231.601508887297
16480,3486.3490412338638
16481,4353.736869110547
16482,6530.894851292466
16483,5342.600730923964
16484,7379.437787616543
16485,7315.216271579591
16486,5387.709127192147
16487,3727.1369461068607
16488,7241.953955009385
16489,4472.220879949282
16490,7073.661726054842
16491,4870.251853761051
16492,6841.974331414867
16493,5952.0940970809515
16494,5215.293442248055
16495,5613.276674161158
16496,6609.31178611809
16497,6518.371043730846
16498,5029.296447946293
16499,6302.248066864281
16500,6042.974156644048
16501,7512.090435236311
16502,6028.323339657367
16503,4101.640397504865
16504,5684.951021029379
16505,6916.541915827642
16506,7111.213831603728
16507,4846.114882809271
16508,6352.09133439237
16509,3725.9162499859076
16510,3808.8582799952005
16511,4413.909939625324
16512,6952.292800642166
16513,6262.259571671888
16514,5762.31178881311
16515,6034.939508133658
16516,7385.0058322977375
16517,6042.358539469845
16518,6784.18475613673
16519,6376.356620586622
16520,7056.375526542679
16521,7192.301213502216
16522,5547.015561408452
16523,6332.9277016636615
16524,6603.827791171413
16525,6183.484147175647
16526,5999.012651458673
16527,3998.887436324355
16528,5529.66812869131
16529,5600.079257519905
16530,8065.668024230264
16531,7790.387953226833
16532,2004.3645515253138
16533,5752.71438601125
16534,7295.63327991923
16535,5861.321236851488
16536,5885.464428709163
16537,7312.079980064942
16538,6087.555470565878
16539,5082.426216903503
16540,2932.802198301438
16541,5351.080039040507
16542,4026.517520320008
16543,6024.443213074891
16544,5674.911371074553
16545,7366.07220419303
16546,7241.095332956198
